Article  ID,Datefixed,Date (Event),Time,Village/Place,Sub-District,Beat,Range,Division,District,State,Country,Latitude (DD),Longitude (DD),Herd,All male,Total,Alcohol,Captive?,Injured Male,Injured Female,Einjured,Killed Male,Killed Female,Edeath,Name,Age,Gender,Alcohol,Cause of Death/Injury,Accidental?,During HEC Encounter,Retaliatory,Poaching,Human Death/Injury,Attractant,"Area (Forest, Ag, Village, Habitation, Urban)",Legal Electric Fence,Fence Broken,Elephant Proof Trenches ,Drive away Elephants ,Guns,Loud Sounds,Fine,Fine Amount,Jail Sentence,Other,Comments,Links,Source,Title,Date Published,Article,No. of Articles 
2018.11.EDI.1,2018-11-02,2018-11-02,NG,Sunakhandi,NG,NG,Rajgangpur,NG,Sundergarh ,Odisha,India,NG,NG,1,0,NG,0,0,0,0,0,NG,NG,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,1,0,1,NA,Forest,0,0,0,0,0,0,0,0,0,2 forest officials suspended. ,"A herd of elephant damaged crops, property, and crushed two villagers. Local people killed this elephant and burnt the carcass to hide evidence. ",https://odishasuntimes.com/elephant-killed-carcass-set-on-fire-2-forest-officials-suspended/,The Odisha Sun Times,"Elephant killed, carcass set on fire; 2 forest officials suspended",2018-11-02,"Elephant killed, carcass set on fire; 2 forest officials suspended (State
of Odisha, India)
The Odisha Sun Times
November 2, 2018

See link
<https://odishasuntimes.com/elephant-killed-carcass-set-on-fire-2-forest-officials-suspended/>
for photo.

SUNDERGARH: Rourkela Divisional Forest Officer (DFO) Sanjay Swain today
suspended two forest officials for dereliction of duty after a wild
elephant was killed and later set on fire by locals at Sunakhandi village
under Rajgangpur Forest Range in the district.

The DFO also served show-cause notice to the two officers identified as
Harish Jena and Sabita Kishan. Meanwhile, police arrested a person and
detained three others in connection with the incident.

Sources said a herd of elephants were wreaking havoc in the area 10 days
ago. Besides destroying crops, the pachyderms had crushed two villagers to
death.

Angry over this, a group of locals killed the elephant and later buried it
five day ago. After the news surfaced yesterday, the locals again set the
carcass of the animal on fire to destroy evidence.

Search is on to nab others involved in the incident and stern action will
be taken against all the culprits, the DFO said.",1
2018.11.EDI.3,2018-11-09,2018-11-09,NG,Badakhunturi,NG,NG,Khamar,NG,Angul ,Odisha,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,1,0,NA,Forest,0,0,0,0,0,0,0,0,0,Poachers absconded. ,Officials suspect elephant being killed by the poachers. Tusks of the elephant were not recovered. ,http://pragativadi.com/tusker-carcass-found-in-angul-forest/,Pragativadi,Tusker carcass found in Angul forest,2018-11-09,"Tusker carcass found in Angul forest
Pragativadi
November 9, 2018

The carcass of a tusker was found in Badakhunturi forest under Khamar
forest range in Pallahara in Angul district on Friday.

According to sources, locals spotted the pachyderm’s body this morning
and alerted forest department about it.

On being informed, forest officials reached the spot and started a
probe to ascertain the circumstances under which the jumbo died.

Though the exact reason behind the tusker’s death is yet to be
ascertained, it is suspected that the elephant was killed by poachers
for its tusks, said an official.",1
2018.12.EDI.2,2018-11-09,2018-11-09,A,Badagunda,NG,NG,Khamar,Deoghar,Angul,Odisha,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,1,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,Two poaching incidents. Third incident death cause not known.,http://www.orissapost.com/elephant-deaths-spark-concern-among-wildlife-experts/,Orissa Post,"Elephant deaths spark concern among wildlife experts (State of Odisha, India)",2018-12-01,"Elephant deaths spark concern among wildlife experts (State of Odisha,
India)
The Orissa Post
December 1, 2018

See link
<http://www.orissapost.com/elephant-deaths-spark-concern-among-wildlife-experts/>
for photo.

ANGUL: The deaths of three tuskers in Angul district this month have
sparked concern among animal lovers and wildlife experts. While two adult
tuskers were electrocuted by poachers, the third died due to ill health.

Poachers shot dead a 35-year-old tusker in the Badagunda jungle of Khamar
forest range in Deogarh forest division November 9 night. They also took
away its tusks worth lakhs.

Although forest officials managed to identify the culprits, no arrests have
been made. “We have identified the culprits who killed the tusker. We have
also conducted raids but could not nab them. They may have fled to
neighbouring districts. We hope to get them soon,” said Ramakanta Sethy,
Range Officer of Khamar Range.

Five days after the tusker’s killing in Khamar range, another tusker was
electrocuted in Handapa forest range.

The 30-year-old elephant also died after coming in contact with a live wire
laid by poachers to kill boars near Hemamura village of Athmallick forest
division.

The tusker belonged to a five-member herd that had strayed into the
division from Angul. Five persons were arrested by forest officials in this
connection.

“We identified the villagers who laid the live wire. The five have been
arrested and presented in court,” said Athmallick DFO S. Samantaray.

Similarly, an 8-year-old tusker died in the Jilinda range of Satkosia wild
life division November 23. Although the exact reason for the death has not
been ascertained, forest officials said that it died of ill health.

Expressing concern over the continuous deaths of elephants in the district,
animal lovers urged the forest authorities to take proactive steps to
counter it.

“Elephant corridors should be improved, intelligence gathering strengthened
and training imparted to tracking teams to detect live wires and prevent
the killings of wild animals,” a local said.

Strict action must be taken against poachers who kill wild animals like
tuskers, tigers, boars and deer, he added.
",1
2018.11.EDI.4,2018-11-12,2018-11-12,F,NG,NG,NG,NG,Bokajaan,Karbi Anglong,Assam,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Bullet,0,0,0,1,0,NA,Forest,0,0,0,0,0,0,0,0,0,Poachers absconded. ,The carcass of the elephant was found between Harumanthi and Chaigaon area. ,https://www.sentinelassam.com/news/male-tusker-shot-to-death-by-alleged-poachers-in-karbi-anglong/,The Sentinel,"Male Tusker shot to death by alleged poachers in Karbi Anglong, chops off
trunk & tusks ",2018-11-13,"Male Tusker shot to death by alleged poachers in Karbi Anglong, chops off
trunk & tusks (State of Assam, India)
The Sentinel
November 13, 2018

See link
<https://www.sentinelassam.com/news/male-tusker-shot-to-death-by-alleged-poachers-in-karbi-anglong/>
for photo.

BOKAJAN/GUWAHATI: A male tusker was recovered dead in between Harumanthi
and Chaigaon area in Bokajaan forest division under Karbi Anglong district
on Monday morning.

As per a report, the tusker died of bullet injury.

Speaking to the media, one of the forest officials stated that the tusker
was shot twice by the poachers in the night hours. “As per our preliminary
investigations, we found out two bullet injuries in its body,” said the
forest official.

The forest official also confirmed that half part of the trunk and tusks
were taken away by the poachers.

The poachers also managed to escape from the spot, informed the forest
official.",1
2018.11.EDI.5,2018-11-14,2018-11-14,NG,Sunaposi,NG,NG,NG,Baripada ,Mayurbhanj,Odisha,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Electrocution,1,0,0,0,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,Sagging 11kv wire caused electrocution of the tusker. ,http://www.orissapost.com/two-tuskers-electrocuted/,The Orissa Post,Two tuskers electrocuted,2018-11-14,"Two tuskers electrocuted (State of Odisha, India)
The Orissa Post
November 14, 2018

See link <http://www.orissapost.com/two-tuskers-electrocuted/> for photo.

BHUBANESWAR: Two tuskers were electrocuted after coming in contact with
high tension wires in separate incidents in Mayurbhanj and Angul districts,
Wednesday.

A report from Baripada said, a 12-year-old tusker was electrocuted after
coming in contact with an 11kV wire at Sunaposi forest under Baripada
forest division in Mayurbhanj district.

It is alleged the mishap occurred due to lack of coordination between the
Energy and Forest department. The 11-kv transmission wire was dangling 10
ft above the ground. Forest officials suspect that the mishap might have
occurred due to the sagging high transmission wires.

Forest officials led by Baripada DFO Swayam Mallick rushed to the spot and
started an investigation into the incident. Though the energy department
was apprised of the elephant movement in the area, no steps were taken by
it, he added.

Another tusker was found dead after it came in contact with live electric
wires allegedly laid by poachers in a paddy field to catch wild boars at
Hemamura village under Handapa forest range of Athamallik block in Angul
district late Tuesday night.",1
2018.11.EDI.5,2018-11-14,2018-11-14,NG,Hemamura,NG,NG,Handapa,NG,Angul ,Odisha,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Electrocution,1,0,0,0,0,NG,Agriculture,0,0,0,0,0,0,0,0,0,NA,The fence was set up by the poachers in paddy fields to kill wild boars. Tusker. ,http://www.orissapost.com/two-tuskers-electrocuted/,The Orissa Post,Two tuskers electrocuted,2018-11-14,"Two tuskers electrocuted (State of Odisha, India)
The Orissa Post
November 14, 2018

See link <http://www.orissapost.com/two-tuskers-electrocuted/> for photo.

BHUBANESWAR: Two tuskers were electrocuted after coming in contact with
high tension wires in separate incidents in Mayurbhanj and Angul districts,
Wednesday.

A report from Baripada said, a 12-year-old tusker was electrocuted after
coming in contact with an 11kV wire at Sunaposi forest under Baripada
forest division in Mayurbhanj district.

It is alleged the mishap occurred due to lack of coordination between the
Energy and Forest department. The 11-kv transmission wire was dangling 10
ft above the ground. Forest officials suspect that the mishap might have
occurred due to the sagging high transmission wires.

Forest officials led by Baripada DFO Swayam Mallick rushed to the spot and
started an investigation into the incident. Though the energy department
was apprised of the elephant movement in the area, no steps were taken by
it, he added.

Another tusker was found dead after it came in contact with live electric
wires allegedly laid by poachers in a paddy field to catch wild boars at
Hemamura village under Handapa forest range of Athamallik block in Angul
district late Tuesday night.",0
2018.12.EDI.2,2018-11-14,2018-11-14,NG,Hemamura,NG,NG,Handapa,Athmallick,Angul,Odisha,India,NG,NG,1,0,5,0,0,0,0,0,1,0,1,NG,NG,NG,0,Electrocution,0,0,0,1,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,Two poaching incidents. Third incident death cause not known.,http://www.orissapost.com/elephant-deaths-spark-concern-among-wildlife-experts/,Orissa Post,"Elephant deaths spark concern among wildlife experts (State of Odisha, India)",2018-12-01,"Elephant deaths spark concern among wildlife experts (State of Odisha,
India)
The Orissa Post
December 1, 2018

See link
<http://www.orissapost.com/elephant-deaths-spark-concern-among-wildlife-experts/>
for photo.

ANGUL: The deaths of three tuskers in Angul district this month have
sparked concern among animal lovers and wildlife experts. While two adult
tuskers were electrocuted by poachers, the third died due to ill health.

Poachers shot dead a 35-year-old tusker in the Badagunda jungle of Khamar
forest range in Deogarh forest division November 9 night. They also took
away its tusks worth lakhs.

Although forest officials managed to identify the culprits, no arrests have
been made. “We have identified the culprits who killed the tusker. We have
also conducted raids but could not nab them. They may have fled to
neighbouring districts. We hope to get them soon,” said Ramakanta Sethy,
Range Officer of Khamar Range.

Five days after the tusker’s killing in Khamar range, another tusker was
electrocuted in Handapa forest range.

The 30-year-old elephant also died after coming in contact with a live wire
laid by poachers to kill boars near Hemamura village of Athmallick forest
division.

The tusker belonged to a five-member herd that had strayed into the
division from Angul. Five persons were arrested by forest officials in this
connection.

“We identified the villagers who laid the live wire. The five have been
arrested and presented in court,” said Athmallick DFO S. Samantaray.

Similarly, an 8-year-old tusker died in the Jilinda range of Satkosia wild
life division November 23. Although the exact reason for the death has not
been ascertained, forest officials said that it died of ill health.

Expressing concern over the continuous deaths of elephants in the district,
animal lovers urged the forest authorities to take proactive steps to
counter it.

“Elephant corridors should be improved, intelligence gathering strengthened
and training imparted to tracking teams to detect live wires and prevent
the killings of wild animals,” a local said.

Strict action must be taken against poachers who kill wild animals like
tuskers, tigers, boars and deer, he added.
",0
2018.11.EDI.12,2018-11-15,2018-11-15,NG,Rajgangpur,NG,NG,NG,NG,Sundergarh,Odisha,India,NG,NG,1,0,NG,0,0,0,0,0,NG,NG,1,Harmohan Kerketa,NG,M,0,Electrocution,0,1,1,0,0,NG,Agriculture,0,0,0,0,0,0,0,0,0,NA,"The accused persons were identified as Sadhu Eka, Surendra Minz, Mallar Eka alongisde.",https://odishasuntimes.com/jumbo-death-in-odishas-sundargarh-four-more-accused-held/,Odisha Sun Times,Jumbo death in Odisha’s Sundargarh: Four more accused held (India),2018-11-21,"Jumbo death in Odisha’s Sundargarh: Four more accused held (India)
The Odisha Sun Times
November 21, 2018

See link
<https://odishasuntimes.com/jumbo-death-in-odishas-sundargarh-four-more-accused-held/>
for photo.

RAJGANGPUR: Police arrested four more accused in connection with the death
of an elephant here today.

The accused persons were identified as Sadhu Eka, Surendra Minz, Mallar Eka
and Prafulla Kerketa. All are residents of Malarpada village under
Rajgangpur police limits.

Earlier, police had arrested the prime accused identified as Harmohan
Kerketa for allegedly electrocuting an elephant in Rajgangpur area.

According to reports, all the accused persons had laid electrical wires in
a paddy field to kill a herd of elephants that had damaged the crops on Nov
15 evening. One of the elephants died after coming in contact with the live
wires. Later, the accused burnt the jumbo on Nov 16.

A probe had been initiated following the incident. The police had arrested
the main accused on the same day.
",1
2018.11.EDI.6,2018-11-15,2018-11-15,NG,Samuguri,NG,NG,NG,NG,Nagaon,Assam,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,Pradip Sarkar,NG,M,0,Electrocution,0,0,1,0,0,NG,Agriculture,0,0,0,0,0,0,0,0,0,Farmer was arrested. ,Farmer set up lethal fence around his farmland by acquiring electricity illegally. ,https://www.sentinelassam.com/news/male-tusker-dies-of-electrocution-in-nagaon-one-farmer-arrested/,The Sentinel,"Male Tusker dies of electrocution in Nagaon, One Farmer Arrested",2018-11-15,"Male Tusker dies of electrocution in Nagaon, One Farmer Arrested (State of
Assam, India)
The Sentinel
November 15, 2018

See link
<https://www.sentinelassam.com/news/male-tusker-dies-of-electrocution-in-nagaon-one-farmer-arrested/>
for photos.

SAMUGURI: A farmer was arrested by Forest official in Samuguri’s Lawkhwa
area for allegedly obtaining power supply through illegal means for the
last couple of months.

As per a report, the farmer identified as Pradip Sarkar was held
responsible for the death of one male tusker who reportedly lost its life
due to electrocution on Thursday.

The wild animal came in contact with live electric wires in the paddy field
area near the farmer’s residence.

The forest officials tried their best to protect the wild animal, but
failed at last.

The body of the male tusker was buried in the paddy field and the farmer
was later arrested for his alleged illegal work.

It may also be mentioned that the forest officials also recovered a huge
amount of aluminium wires from his possession.

The forest officials are also suspecting that these wires have been
allegedly used by the farmer himself for obtaining power supply.
",1
2018.11.EDI.10,2018-11-16,2018-11-16,B,Demow Maharani Gaon Panchayat,NG,NG,NG,NG,Sivasagar,Assam,India,NG,NG,1,0,NG,0,0,0,0,0,1,0,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,0,0,NG,Agriculture,0,0,0,1,0,0,0,0,0,NA,A herd was raiding crops but one of them was found dead in the morning.,https://www.sentinelassam.com/news/wild-elephant-found-dead-near-demow/,The Sentinel,"Wild elephant found dead near Demow (State of Assam, India)",2018-11-18,"Wild elephant found dead near Demow (State of Assam, India)
The Sentinel
November 18, 2018

See link
<https://www.sentinelassam.com/news/wild-elephant-found-dead-near-demow/>
for photo.

DEMOW: A wild elephant was found dead near Demow in Maharani Barpathar on
Friday morning.

According to sources, on Thursday night in Otala, Rupapur, Barpathar Gaon
of Demow Maharani Gaon Panchayat, a herd of wild elephants created panic
and destroyed agricultural land of the area.

The people of the village along with the Forest Department officials tried
to chase away the wild elephants from the agricultural land but could not
succeed.

The local people then saw an elephant lying dead in the middle of an
agricultural field on Friday morning.

It is not clear how the elephant died. Forest personnel of the Sivasagar
Forest Department rushed to the spot and sent the body for post mortem to
the Veterinary Hospital.",1
2018.11.EDI.11,2018-11-16,2018-11-16,NG,Nambar Nadi Tea Estate,Bokajan,NG,NG,NG,Karbi Anglong,Assam,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Electrocution,1,0,0,0,0,NG,Habitation,0,0,0,0,0,0,0,0,0,NA,Other incident has been coded above.,https://www.business-standard.com/article/news-ani/assam-elephant-electrocuted-to-death-locals-blame-power-dept-118111700107_1.html,Business Standard,"Assam: Elephant electrocuted to death, locals blame power dept (India)",2018-11-17,"Assam: Elephant electrocuted to death, locals blame power dept (India)
The Business Standard
November 17, 2018

Another case of electrocution of elephants has come to the fore, this time,
from Assam.

A wild tusker was electrocuted in Nambar Nadi tea estate in Bokajan on
Friday after it came in contact with a live high voltage electric wire.

Residents in the vicinity spotted the lifeless body of the elephant and
immediately intimated the forest officials and the police.

Locals have alleged that negligence on the part of the power department led
to the death of the elephant.

In the recent past, a number of cases of elephant deaths by electrocution
have been reported in the country.

An elephant was electrocuted to death on Thursday after coming in contact
with an 11kv electric line in Mayurbhanj's Sansarasposi village in Odisha
on Thursday, just over two weeks after seven elephants died after coming in
contact with non-rectification of sagging lines and non-cabling of
transmission lines in another district in the state.

Data from the environment ministry shows that 655 elephant deaths took
place in India from 2009 to 2017. The reasons for the death of tuskers
include electrocution, train accidents, poaching, and poisoning.",1
2018.11.EDI.9,2018-11-16,2018-11-16,NG,Huay Sai Yai Waterfall,Sai Yok,NG,NG,NG,NG,Kanchanaburi,Thailand,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Bullet,0,0,0,1,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,The exact date is not given so it could be an old incident. ARTICLE 2: http://www.nationmultimedia.com/detail/breakingnews/30358873,http://www.nationmultimedia.com/detail/national/30358720,The Nation,Urgent: Task force seeks help from Laos to trace elephant killers (Thailand),2018-11-16,"Urgent: Task force seeks help from Laos to trace elephant killers (Thailand)
The Nation
November 16, 2018

See link <http://www.nationmultimedia.com/detail/national/30358720> for
photo.

The Second Army Region’s Suranaree Task Force is to seek help from Laos to
find the killers of an elephant in a national park in the border province
of Ubon Ratchathani.

Deputy national police chief Pol General Srivara Rangsibhramanakul said
yesterday the spent bullet found in the body of a male elephant was from an
AK47 rifle, a weapon not used in Thailand.

He did not mention the name of the country the task force contacted to
help, saying only that it was a neighbouring country. However, Ubon
Ratchathani is close to Laos.

The remains of the elephant were found near Huay Sai Yai waterfall in
BuntarikYod Mon Wildlife Sanctuary on Friday. Officials believe it was shot
in the mouth and the bullet penetrated to the back of the animal's body.

Officials believe the animal did not die at the scene of the shooting.

Basing on photos from camera traps installed in the area, the killers are
believed to be a group of armed men in camouflage clothing. The men, using
GPS tracking devices, were believed to have entered the area for illegal
logging.

Authorities believe the men did not intend to kill the animal as its organs
were still intact.

Srivara said that although the elephant was found in the national park, it
is near a no man’s land where there has been fighting between illegal
loggers.",2
2018.11.EDI.7,2018-11-17,2018-11-17,NG,Blang Awe ,NG,NG,NG,NG,NG,Aceh,Indonesia,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,1,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,The elephant was suspected to be killed by poisoning. The tusks were missing from the carcass. ,https://www.channelnewsasia.com/news/asia/sumatran-elephant-found-dead-with-missing-tusks-in-indonesia-10941312,Channel News Asia,Sumatran elephant found dead with missing tusks in Indonesia,2018-11-17,"Sumatran elephant found dead with missing tusks in Indonesia
Channel News Asia
November 17, 2018

See link
<https://www.channelnewsasia.com/news/asia/sumatran-elephant-found-dead-with-missing-tusks-in-indonesia-10941312>
for photo.

BANDA ACEH, INDONESIA: A Sumatran elephant has been found dead with its
tusks removed in an apparent poaching case targeting the critically
endangered animal, an Indonesian conservation official said Friday (Nov 16).

The 10-year-old male's rotting corpse was found in Blang Awe village in
Aceh province earlier this week.

""His tusks were missing and there were traces of blood in the location
where he was found,"" Aceh conservation centre head Sapto Aji Prabowo told
AFP.

Officials estimated the animal had been dead for at least a week when the
carcass was discovered.

The cause of death was not immediately clear because the body was badly
decomposed, Prabowo said.

Tissue samples will be analysed for signs of poisoning.

Rampant deforestation has reduced the species' natural habitat and brought
them into conflict with humans, while their tusks are prized in the illegal
wildlife trade.

At least 11 wild elephants died in Aceh last year, most of them killed by
humans.

In July, a Sumatran elephant was found dead from apparent poisoning in a
palm oil plantation.

The environment ministry estimates only around 500 Sumatran elephants
remain in Aceh.
",1
2018.11.EDI.8,2018-11-17,2018-11-17,NG,Haladibasanta,NG,NG,Dalijoda,NG,Cuttack,Odisha,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,0,0,NG,Agriculture,0,0,0,0,0,0,0,0,0,NA,Cause not known. ARTICLE 2 Reports death https://kalingatv.com/state/ailing-tusker-dies-under-treatment-in-cuttack/,https://odishasuntimes.com/odisha-ailing-tusker-found-lying-in-crop-field-no-treatment-yet/,Odisha Sun Times,Odisha: Ailing tusker found lying in crop field; no treatment yet (India),2018-12-17,"Odisha: Ailing tusker found lying in crop field; no treatment yet (India)
The Odisha Sun Times
November 17, 2018

See link
<https://odishasuntimes.com/odisha-ailing-tusker-found-lying-in-crop-field-no-treatment-yet/>
for photo.

TANGI: While several incidents of anti-wildlife activities are being
reported from across the State, an ailing elephant was found struggling for
life in a crop field at Haladibasanta village under Dalijoda forest range
here in Cuttack district.

The locals spotted the tusker lying in the field and informed the forest
department for treatment.

The elephant was found feeling complication to move its head and body.

According to reports, a herd of elephants were found moving at the village
a week ago. While six elephants had returned to the forest, one elephant,
which was supposed to be ill, could not be to make its way back.

Last night, the elephant herd had again visited the village to take the
sick animal with them. However, they went back to the forest leaving the
elephant alone in the crop field.

The forest officials and veterinary doctors were yet to reach the spot till
the last report came in.",2
2018.11.EDI.13,2018-11-23,2018-11-23,B,Kermalam,NG,NG,NG,NG,Erode,Tamil Nadu,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,K Rangaraj,42,M,0,Electrocution,0,1,0,0,0,Maize,Agriculture,0,0,0,0,0,0,0,0,0,NA,No details.,https://timesofindia.indiatimes.com/city/erode/illegal-electric-fence-claims-wild-elephants-life-in-erode/articleshow/66778390.cms,The Times of India,"Illegal electric fence claims wild elephant’s life in Erode (State of Tamil Nadu, India)",2018-11-24,"Illegal electric fence claims wild elephant’s life in Erode (State of Tamil
Nadu, India)
The Times of India
November 24, 2018

ERODE: A 25-year-old tusker was killed after it came into contact with live
wires of an illegal electric fence erected around a maze field near
Kermalam here on Friday. Forest officials have arrested the land owner in
connection with the incident.

According to forest officials, the carcass of the elephant was first
spotted by villagers near the maze field on the early hours of Friday. The
villagers immediately alerted the Kermalam forest officials.

Preliminary investigation revealed that the land owner, identified as K
Rangaraj, 42, of Sujalkarai Meesaikarathotti village near Kermalam, had
installed an electric fence around the field to protect the crop from the
wild elephant raid.

“He hadn’t obtained any permission from the concerned officials to erect
the electric fence,” a forest official said. The village, he said, was
situated adjacent to the Kermalam reserve forest.

“On Friday around 4am, the elephant ventured out of the reserve forest to
taste the maize in Rangaraj’s land. As it tried to damage the fence using
its trunk, the tusker accidently touched the live wires and died on the
spot.”

The official said Rangaraj had taken electric supply to the fence from the
state government’s free electricity scheme. “He usually connects the
electric line to the fence at night and disconnects it at dawn. We have
arrested Rangaraj and registered a case against him.”

The carcass was, meanwhile, buried in the forest area after postmortem.",1
2018.12.EDI.2,2018-11-23,2018-11-23,NG,Badagunda,NG,NG,Jilinda,Satkosia,Angul,Odisha,India,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Electrocution,0,0,0,0,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,Two poaching incidents. Third incident death cause not known.,http://www.orissapost.com/elephant-deaths-spark-concern-among-wildlife-experts/,Orissa Post,"Elephant deaths spark concern among wildlife experts (State of Odisha, India)",2018-12-01,"Elephant deaths spark concern among wildlife experts (State of Odisha,
India)
The Orissa Post
December 1, 2018

See link
<http://www.orissapost.com/elephant-deaths-spark-concern-among-wildlife-experts/>
for photo.

ANGUL: The deaths of three tuskers in Angul district this month have
sparked concern among animal lovers and wildlife experts. While two adult
tuskers were electrocuted by poachers, the third died due to ill health.

Poachers shot dead a 35-year-old tusker in the Badagunda jungle of Khamar
forest range in Deogarh forest division November 9 night. They also took
away its tusks worth lakhs.

Although forest officials managed to identify the culprits, no arrests have
been made. “We have identified the culprits who killed the tusker. We have
also conducted raids but could not nab them. They may have fled to
neighbouring districts. We hope to get them soon,” said Ramakanta Sethy,
Range Officer of Khamar Range.

Five days after the tusker’s killing in Khamar range, another tusker was
electrocuted in Handapa forest range.

The 30-year-old elephant also died after coming in contact with a live wire
laid by poachers to kill boars near Hemamura village of Athmallick forest
division.

The tusker belonged to a five-member herd that had strayed into the
division from Angul. Five persons were arrested by forest officials in this
connection.

“We identified the villagers who laid the live wire. The five have been
arrested and presented in court,” said Athmallick DFO S. Samantaray.

Similarly, an 8-year-old tusker died in the Jilinda range of Satkosia wild
life division November 23. Although the exact reason for the death has not
been ascertained, forest officials said that it died of ill health.

Expressing concern over the continuous deaths of elephants in the district,
animal lovers urged the forest authorities to take proactive steps to
counter it.

“Elephant corridors should be improved, intelligence gathering strengthened
and training imparted to tracking teams to detect live wires and prevent
the killings of wild animals,” a local said.

Strict action must be taken against poachers who kill wild animals like
tuskers, tigers, boars and deer, he added.
",0
2018.11.EDI.16,2018-11-24,2018-11-24,NG,Pathein,NG,NG,NG,NG,NG,Ayeyarwdy,Burma,NG,NG,0,0,1,0,0,0,0,0,1,0,1,NG,NG,NG,0,Other Anthropogenic Causes,0,0,0,1,0,NA,Forest,0,0,0,0,0,0,0,0,0,NA,Exact date not given.,https://www.mmtimes.com/news/wild-elephant-killed-poison-arrow-ayeyarwady.html,Myanmar Times,Wild elephant killed with poison arrow in Ayeyarwady (Myanmar),2018-11-28,"Wild elephant killed with poison arrow in Ayeyarwady (Myanmar)
Myat Moe Aung, The Myanmar Times
November 28, 2018

A 15-year-old wild elephant was killed by suspected poachers in Pathein
township of Ayeyarwady Region, the regional Forest Department said on
Monday.

U Khin Maung Myint, director of the Ayeyarwady Forest Department, said
residents notified officials in the area the elephant had been killed with
a poison arrow.

He said a combined team of officers from the department, forest police,
Elephant Emergency Response Unit and police found the dead elephant, which
had been skinned, in Chaung Thar forest.

U Khin Maung Myint said a suspect was taken into custody and is being
questioned about the incident.

“We burned the body of the elephant,” he said.

The male elephant was about, had an 3.4 metre girth, and was 2.4 metres
tall. Department experts said the animal may have been killed on Saturday.

>From January to September, seven wild elephants died in Ayeyarwady, three
of them killed by poachers. Seven suspected poachers have been arrested in
the region, authorities said.

The killing of wild elephants continues in Ayeyarwady despite patrols by
the police, Forest Department and environmental groups.

Asian elephants are listed as endangered and are threatened by habitat loss
and degradation, as well as poaching. In Myanmar, 80 percent of elephants
are domesticated and only 20pc are living in the wild.
",1
